tenure_months,monthly_charges,contract_type,internet_service,support_tickets_6m,payment_method,churn
3,38.88278191069331,Month-to-month,DSL,3,Bank transfer,0
68,77.25849774936887,One year,DSL,0,Credit card,0
51,40.05604987181727,Month-to-month,DSL,9,Bank transfer,0
62,29.301255125897214,Month-to-month,DSL,1,Credit card,0
69,76.29448924862763,One year,Fiber optic,1,Credit card,0
0,12.06882780158344,Two year,None,7,Bank transfer,0
25,46.90788190602463,One year,None,4,Electronic check,0
18,,Month-to-month,Fiber optic,1,Bank transfer,0
68,107.22988506632157,Two year,DSL,1,Bank transfer,0
22,81.68889041175774,Month-to-month,DSL,3,Electronic check,0
50,129.03259797941857,Two year,None,1,Credit card,1
1,16.148172631476868,Month-to-month,Fiber optic,0,Electronic check,0
65,28.144287215769893,Two year,None,0,Bank transfer,1
64,114.10837992358329,One year,Fiber optic,1,Credit card,0
50,28.59215593236086,Month-to-month,Fiber optic,2,Credit card,0
51,74.73013530163325,Month-to-month,Fiber optic,0,Electronic check,0
46,57.87265903318444,Month-to-month,Fiber optic,1,Electronic check,0
50,77.08525370657749,Two year,Fiber optic,1,Bank transfer,0
43,36.62462577863013,Two year,DSL,1,Credit card,0
70,32.15516905449727,One year,Fiber optic,2,Bank transfer,0
65,36.86553710236111,Two year,Fiber optic,2,Credit card,0
20,89.92150607239236,One year,None,1,Bank transfer,1
7,49.60640560608611,Month-to-month,Fiber optic,3,Bank transfer,0
16,43.613634281607105,One year,Fiber optic,1,Mailed check,1
9,89.86605335865755,Month-to-month,Fiber optic,0,Bank transfer,0
18,64.5490315948254,One year,Fiber optic,3,Credit card,0
59,60.347038804310586,Two year,Fiber optic,0,Mailed check,1
45,62.09276047892535,Month-to-month,DSL,1,Bank transfer,0
9,62.67384472351385,Two year,None,0,Electronic check,0
57,69.67041917342448,One year,Fiber optic,4,Bank transfer,0
31,41.200480756234604,One year,DSL,9,Mailed check,0
59,36.970943332089014,Month-to-month,DSL,2,Credit card,0
57,29.51680031137098,Month-to-month,Fiber optic,0,Bank transfer,0
6,83.6410194563909,Month-to-month,DSL,0,Electronic check,1
22,92.22175124195061,One year,DSL,0,Credit card,0
50,45.79678040204267,Month-to-month,None,1,Bank transfer,1
38,29.264503144297972,Two year,DSL,0,Electronic check,0
71,84.26268336227687,Month-to-month,DSL,1,Mailed check,1
47,32.38666734500312,Two year,DSL,0,Bank transfer,0
59,,Month-to-month,DSL,9,Mailed check,0
13,,Two year,None,0,Credit card,0
34,21.117340512720737,Two year,Fiber optic,0,Bank transfer,0
12,96.81122012619691,Month-to-month,Fiber optic,0,Bank transfer,1
31,105.3227048602936,Two year,None,1,Mailed check,0
46,74.65238733599271,One year,None,1,Bank transfer,1
70,37.565832852630336,Two year,Fiber optic,0,Credit card,0
41,18.246923146626337,One year,None,1,Bank transfer,1
13,127.16729210204754,Month-to-month,DSL,3,Electronic check,0
62,27.929847954281513,Month-to-month,DSL,1,Credit card,0
5,28.61945885177116,Month-to-month,Fiber optic,2,Bank transfer,0
3,22.86300000512383,Month-to-month,Fiber optic,0,Electronic check,0
43,20.553498478542934,Two year,DSL,0,Electronic check,0
52,,Month-to-month,DSL,3,Credit card,0
4,15.641583123314668,One year,None,0,Bank transfer,1
47,42.70208733437575,One year,DSL,0,Electronic check,0
11,56.367004609724795,Month-to-month,Fiber optic,2,Bank transfer,0
44,54.90672368612331,Two year,None,2,Credit card,0
49,4.9357372463450515,Month-to-month,Fiber optic,4,Credit card,0
58,31.84919515670234,Month-to-month,DSL,1,Bank transfer,1
9,48.07271262464174,Month-to-month,None,1,Electronic check,0
16,23.375993451329524,One year,Fiber optic,0,Electronic check,0
49,48.44638079376042,One year,Fiber optic,0,Bank transfer,0
50,23.85934478046478,Month-to-month,Fiber optic,1,Mailed check,0
21,95.89048319283583,Two year,DSL,1,Mailed check,1
26,36.93366209215617,Month-to-month,Fiber optic,3,Mailed check,0
22,26.291225981271495,Month-to-month,Fiber optic,0,Electronic check,0
53,129.0719467222512,Month-to-month,None,0,Mailed check,1
26,14.865871146502684,Two year,DSL,2,Bank transfer,1
9,49.08839647875433,Two year,DSL,2,Credit card,0
61,71.2258958483561,One year,DSL,1,Bank transfer,1
23,74.05643358104233,Two year,Fiber optic,0,Credit card,0
71,43.29076058491835,Month-to-month,Fiber optic,0,Credit card,0
3,20.52027292386003,One year,None,0,Credit card,1
68,56.53285067106096,Two year,None,1,Mailed check,0
67,82.239952888548,Two year,Fiber optic,0,Electronic check,0
10,121.85212020871296,Month-to-month,None,0,Electronic check,0
67,70.85031476184386,Two year,DSL,1,Electronic check,0
4,66.10117792399458,One year,None,1,Bank transfer,0
48,7.381887765780243,Month-to-month,None,0,Bank transfer,0
8,51.37246810115729,Month-to-month,DSL,2,Electronic check,0
48,91.24430459074333,Month-to-month,Fiber optic,2,Mailed check,1
33,78.10829430079772,One year,DSL,2,Mailed check,1
19,26.86743792907361,Month-to-month,Fiber optic,0,Bank transfer,0
9,22.782707249976127,Month-to-month,Fiber optic,1,Credit card,0
41,84.16221429812285,Month-to-month,DSL,3,Mailed check,1
60,39.281773361423134,Month-to-month,Fiber optic,1,Mailed check,1
46,23.074190223913263,One year,DSL,1,Mailed check,0
29,38.23626894061871,Two year,DSL,0,Mailed check,0
56,31.550908275785417,Month-to-month,Fiber optic,2,Bank transfer,0
53,49.177514976660945,Month-to-month,None,1,Electronic check,1
42,55.095323763498115,Month-to-month,Fiber optic,0,Mailed check,0
48,40.38327424474144,Month-to-month,Fiber optic,0,Credit card,0
17,95.82774070809964,Month-to-month,DSL,2,Electronic check,0
24,5.201632402728604,Month-to-month,None,1,Mailed check,1
11,18.136163190906483,Month-to-month,Fiber optic,0,Bank transfer,0
7,83.09602872188566,Month-to-month,DSL,0,Credit card,0
14,68.02923398154626,Two year,DSL,1,Bank transfer,1
20,50.31777999282723,Month-to-month,DSL,0,Mailed check,0
69,88.37465378981959,Month-to-month,Fiber optic,1,Bank transfer,0
62,50.10777758361128,Month-to-month,Fiber optic,1,Credit card,0
19,45.749774527304496,Month-to-month,DSL,0,Mailed check,0
38,38.99712177562135,One year,DSL,0,Electronic check,1
8,99.53131098451016,Month-to-month,Fiber optic,1,Mailed check,0
15,31.318478475782296,Month-to-month,None,0,Bank transfer,0
56,,One year,DSL,2,Bank transfer,0
61,81.22182537001257,Two year,DSL,0,Electronic check,0
20,27.861383073856025,Month-to-month,Fiber optic,0,Credit card,0
7,33.12279831890797,Month-to-month,Fiber optic,0,Mailed check,0
36,93.12992394314314,One year,DSL,1,Credit card,1
39,88.57081177931943,One year,DSL,1,Electronic check,0
40,47.86672961821929,Month-to-month,None,1,Mailed check,0
7,25.310380941050276,Month-to-month,None,3,Credit card,0
12,50.88253483008465,One year,Fiber optic,1,Credit card,0
65,115.79274720705938,Month-to-month,Fiber optic,1,Credit card,0
71,45.37294872060003,Month-to-month,Fiber optic,1,Electronic check,1
2,96.71286169744853,Month-to-month,Fiber optic,0,Credit card,0
34,72.35577070329515,Two year,Fiber optic,1,Bank transfer,1
61,55.96140600733651,Two year,Fiber optic,1,Mailed check,0
53,40.880894604987645,Month-to-month,None,1,Bank transfer,0
7,72.79136850963721,Month-to-month,DSL,1,Bank transfer,0
12,36.0252419793086,One year,DSL,3,Mailed check,1
2,88.57515606944915,Month-to-month,DSL,2,Mailed check,0
56,,Month-to-month,DSL,1,Electronic check,0
17,79.47657488815196,Month-to-month,DSL,0,Bank transfer,0
36,27.103702043560038,Month-to-month,None,2,Bank transfer,0
1,60.86057186303205,Two year,DSL,1,Mailed check,0
66,32.2360126521749,Month-to-month,DSL,2,Credit card,0
71,120.70648218100706,Month-to-month,Fiber optic,1,Mailed check,0
59,64.9103602105979,Two year,DSL,2,Bank transfer,0
18,32.243227583078706,Month-to-month,None,1,Credit card,0
3,74.96185245005377,One year,DSL,0,Bank transfer,0
29,73.31092520483493,Month-to-month,Fiber optic,1,Mailed check,0
70,,Two year,Fiber optic,0,Bank transfer,0
19,135.1320063940554,Two year,Fiber optic,1,Mailed check,1
2,35.376404617422196,Two year,Fiber optic,3,Mailed check,1
44,18.101162567134843,Month-to-month,DSL,0,Mailed check,0
39,50.166121041846026,Month-to-month,DSL,0,Bank transfer,1
17,77.27258511344002,Month-to-month,None,0,Electronic check,0
30,,Two year,Fiber optic,0,Electronic check,1
7,77.44989512974284,Two year,Fiber optic,0,Credit card,0
27,48.55981318810573,Month-to-month,DSL,1,Bank transfer,0
14,,Month-to-month,DSL,0,Mailed check,1
26,53.9725763581691,One year,Fiber optic,0,Credit card,1
66,35.11303687417496,Month-to-month,Fiber optic,11,Credit card,0
7,64.63751912332044,Month-to-month,DSL,0,Mailed check,0
52,51.683431863149515,Month-to-month,None,4,Bank transfer,1
51,67.32636725221407,Month-to-month,DSL,0,Electronic check,0
63,68.74536109940004,One year,None,0,Mailed check,0
20,103.72321960409292,Month-to-month,DSL,1,Mailed check,0
24,72.05237937047376,One year,Fiber optic,0,Electronic check,0
32,47.77378395165242,Month-to-month,DSL,0,Credit card,0
58,76.78151078408457,One year,Fiber optic,0,Bank transfer,0
65,85.08212493806525,Month-to-month,None,1,Mailed check,0
24,29.400612763833628,Two year,None,2,Mailed check,0
29,74.17147263631898,Month-to-month,Fiber optic,0,Bank transfer,0
66,15.828957143759265,Month-to-month,DSL,0,Bank transfer,0
37,73.25400307036647,Month-to-month,DSL,1,Electronic check,0
52,41.54903639666202,Two year,Fiber optic,1,Electronic check,0
57,49.53221205833019,Month-to-month,DSL,2,Bank transfer,0
58,54.31931809530934,Month-to-month,Fiber optic,0,Electronic check,1
1,64.72885190098704,Month-to-month,DSL,1,Credit card,0
14,113.17784584506698,Month-to-month,Fiber optic,0,Bank transfer,1
52,52.89061922567398,Month-to-month,Fiber optic,2,Electronic check,1
23,49.52727878180805,Month-to-month,DSL,3,Electronic check,0
43,28.127850556811772,Month-to-month,Fiber optic,0,Electronic check,1
24,,One year,Fiber optic,1,Electronic check,1
62,61.26236937820888,Month-to-month,None,2,Mailed check,0
67,71.27296126296919,Two year,DSL,0,Electronic check,0
52,86.4452272117583,Month-to-month,DSL,2,Mailed check,0
28,91.2942347369761,Month-to-month,DSL,2,Credit card,0
29,56.131348890450255,Month-to-month,None,2,Credit card,1
30,,Month-to-month,None,0,Electronic check,0
68,66.7836251564649,Month-to-month,None,1,Electronic check,1
68,67.17460004108241,Two year,Fiber optic,9,Mailed check,1
2,57.74766237444742,Month-to-month,DSL,2,Bank transfer,0
22,67.97168859398238,One year,Fiber optic,10,Mailed check,0
70,92.19492765424,Month-to-month,None,2,Credit card,0
0,43.26399714901307,One year,Fiber optic,3,Bank transfer,0
41,51.15233500843707,Month-to-month,DSL,1,Bank transfer,1
10,,Two year,Fiber optic,0,Bank transfer,0
65,23.512150339421698,One year,Fiber optic,2,Electronic check,0
21,59.32024487833176,Month-to-month,DSL,3,Bank transfer,0
0,47.642024774688295,One year,DSL,1,Bank transfer,0
8,43.78061801514957,Two year,DSL,1,Electronic check,1
53,50.575094067489786,Month-to-month,Fiber optic,0,Bank transfer,0
25,192.53903462193463,Two year,Fiber optic,1,Mailed check,0
7,38.88031208627941,One year,DSL,1,Mailed check,0
36,107.593276954057,Month-to-month,None,0,Mailed check,0
41,72.7479929637565,Two year,DSL,2,Credit card,1
60,102.04995666049048,One year,Fiber optic,1,Bank transfer,0
26,101.40503615786353,One year,Fiber optic,0,Electronic check,1
50,77.6547765691828,One year,DSL,3,Mailed check,1
12,20.250784379646785,Month-to-month,DSL,2,Electronic check,1
36,33.28348133707561,Month-to-month,Fiber optic,1,Credit card,1
15,48.27473449204647,Two year,DSL,1,Credit card,0
1,,Two year,Fiber optic,2,Mailed check,1
61,25.8359516584773,Two year,Fiber optic,1,Bank transfer,0
54,77.66672712825465,One year,Fiber optic,2,Electronic check,1
12,48.43815108584262,One year,DSL,2,Electronic check,1
16,59.702243286620465,Month-to-month,None,0,Bank transfer,1
69,29.556299270516895,One year,Fiber optic,0,Bank transfer,1
62,47.28755477126464,Two year,Fiber optic,3,Mailed check,0
37,50.74191925141944,Month-to-month,Fiber optic,1,Bank transfer,0
5,75.06211056397487,One year,DSL,1,Credit card,0
16,,One year,DSL,13,Mailed check,0
70,84.9342331506291,Month-to-month,DSL,1,Bank transfer,0
71,110.12166752384059,Two year,DSL,4,Electronic check,1
17,49.618170406768506,Month-to-month,Fiber optic,1,Credit card,0
35,70.17898625984523,Month-to-month,None,8,Mailed check,1
67,24.056127224805497,Month-to-month,Fiber optic,1,Mailed check,0
14,61.375712228994594,Two year,DSL,0,Bank transfer,1
47,,Two year,DSL,0,Mailed check,0
21,74.98900597445343,Month-to-month,DSL,1,Mailed check,0
49,,Month-to-month,None,4,Mailed check,0
50,53.51459424558013,Month-to-month,DSL,2,Credit card,0
61,16.429379107152016,Two year,DSL,2,Electronic check,0
11,22.245960467217404,One year,None,0,Credit card,0
62,66.92826584140917,One year,None,3,Mailed check,0
10,136.00487087225832,One year,DSL,0,Bank transfer,1
40,43.21029963179445,Month-to-month,Fiber optic,1,Electronic check,0
38,68.77175141776495,Two year,DSL,1,Credit card,1
42,70.1217069583535,Month-to-month,DSL,9,Bank transfer,1
49,,One year,DSL,1,Bank transfer,1
18,46.717750150796824,Month-to-month,Fiber optic,0,Mailed check,1
6,95.29941605868025,Two year,DSL,2,Electronic check,0
50,84.7020761735093,Month-to-month,None,0,Credit card,0
0,,Two year,Fiber optic,3,Bank transfer,0
52,21.82544578974787,One year,Fiber optic,2,Mailed check,1
0,50.780400725214804,One year,Fiber optic,2,Electronic check,0
65,66.71406664900567,Month-to-month,Fiber optic,1,Credit card,1
21,104.30116199320582,Month-to-month,DSL,0,Electronic check,0
60,39.9575082065927,Month-to-month,DSL,3,Mailed check,0
52,29.96654531046968,Month-to-month,Fiber optic,2,Credit card,0
15,33.16629103315145,One year,Fiber optic,1,Credit card,0
23,52.55919416555633,Month-to-month,DSL,1,Electronic check,0
51,56.46845109044438,One year,Fiber optic,1,Credit card,0
19,65.17010040049938,One year,Fiber optic,4,Bank transfer,0
45,13.777212089435258,Two year,DSL,1,Mailed check,0
0,59.064348038499325,Two year,DSL,3,Electronic check,0
48,80.25247646143126,Month-to-month,DSL,2,Electronic check,0
11,21.432535433053687,Month-to-month,Fiber optic,0,Mailed check,0
38,67.87787242931519,Two year,DSL,1,Bank transfer,0
7,,Month-to-month,Fiber optic,0,Bank transfer,0
16,49.32752604237197,Two year,Fiber optic,1,Credit card,0
17,59.797612838919854,Two year,None,1,Mailed check,1
28,80.6816691464457,One year,DSL,0,Mailed check,1
43,61.799259608710614,Month-to-month,Fiber optic,10,Credit card,0
51,30.713346714237304,Month-to-month,Fiber optic,2,Mailed check,0
38,99.75404243727462,Month-to-month,DSL,0,Mailed check,0
24,,Two year,DSL,3,Bank transfer,0
71,73.08143004359297,One year,DSL,0,Bank transfer,1
49,59.13196299061488,Two year,Fiber optic,0,Mailed check,0
48,58.89284556220927,Month-to-month,DSL,2,Mailed check,0
39,58.18633190297546,Month-to-month,None,0,Credit card,0
37,36.33957357730128,Month-to-month,Fiber optic,0,Bank transfer,0
30,58.46415459214892,Month-to-month,Fiber optic,0,Credit card,0
54,51.738503384573825,Month-to-month,DSL,0,Credit card,1
3,54.21410950053771,Month-to-month,Fiber optic,4,Mailed check,0
68,59.188551822319575,Month-to-month,Fiber optic,0,Bank transfer,0
49,43.947283417877024,Month-to-month,DSL,11,Electronic check,0
23,123.75725366932328,Month-to-month,Fiber optic,2,Credit card,0
32,44.66113247377544,One year,Fiber optic,1,Credit card,1
51,37.933442458125306,Month-to-month,Fiber optic,0,Electronic check,0
44,72.44172545723082,Month-to-month,DSL,0,Credit card,0
13,67.09409237284649,Month-to-month,Fiber optic,2,Mailed check,0
2,103.86742698679959,Month-to-month,DSL,2,Bank transfer,1
22,76.95169332952128,Month-to-month,DSL,0,Credit card,0
53,33.29543116467436,Two year,Fiber optic,3,Electronic check,1
3,58.40308470719316,Month-to-month,DSL,1,Credit card,0
1,19.397677594214045,Two year,Fiber optic,1,Bank transfer,0
10,59.32101420385793,One year,None,1,Bank transfer,0
29,15.902248297138717,Month-to-month,Fiber optic,8,Mailed check,0
47,32.344727501167526,Month-to-month,DSL,0,Credit card,1
33,71.06720032156986,One year,Fiber optic,0,Credit card,0
3,43.85168726586231,Two year,None,3,Bank transfer,0
9,44.863323664016015,Two year,Fiber optic,2,Bank transfer,1
67,11.183857662788101,One year,Fiber optic,3,Credit card,0
42,106.07647199896776,Month-to-month,DSL,1,Bank transfer,0
57,41.50162213987632,One year,Fiber optic,1,Mailed check,0
48,107.82771176832755,One year,Fiber optic,2,Bank transfer,1
4,32.41582585484148,Month-to-month,Fiber optic,1,Bank transfer,1
33,52.6004755506659,Month-to-month,Fiber optic,0,Credit card,0
11,101.47872037911606,Month-to-month,DSL,2,Credit card,1
6,35.171948511264915,Two year,Fiber optic,2,Bank transfer,0
28,55.0205251148913,Month-to-month,DSL,2,Mailed check,0
34,41.651643120504346,Month-to-month,DSL,2,Electronic check,0
33,70.77744789645307,Two year,DSL,0,Electronic check,0
44,29.791459646393335,Two year,Fiber optic,1,Mailed check,0
3,27.29404827818814,Two year,Fiber optic,2,Electronic check,0
65,31.09153727134123,Month-to-month,Fiber optic,1,Credit card,0
19,34.35603046880223,One year,DSL,0,Electronic check,0
68,67.06478992364448,Month-to-month,DSL,1,Mailed check,1
33,64.51365594688514,Month-to-month,Fiber optic,2,Electronic check,0
38,40.05729666720472,One year,DSL,2,Mailed check,0
56,60.43976390204137,Month-to-month,Fiber optic,1,Mailed check,0
37,97.22882851137624,Month-to-month,DSL,0,Electronic check,0
17,84.3424537563155,Two year,Fiber optic,1,Credit card,0
46,64.91136371054677,Month-to-month,DSL,1,Bank transfer,0
6,,Month-to-month,DSL,9,Bank transfer,1
28,97.48813892107266,One year,DSL,1,Mailed check,0
70,90.51257126010384,Two year,DSL,1,Electronic check,0
24,100.61937262410194,One year,None,2,Electronic check,0
65,34.49531615252864,One year,Fiber optic,0,Credit card,0
58,69.87852294634527,One year,Fiber optic,1,Bank transfer,0
13,61.63169698427318,Two year,Fiber optic,1,Electronic check,0
6,39.908284221222544,Month-to-month,DSL,0,Electronic check,0
30,23.059223319127636,Two year,None,0,Electronic check,0
12,136.8713841630797,Two year,Fiber optic,3,Bank transfer,1
15,70.34042297840509,Month-to-month,None,0,Credit card,0
38,49.63702318773975,Month-to-month,Fiber optic,1,Bank transfer,1
47,44.08154611731862,Month-to-month,DSL,0,Electronic check,0
68,65.79770075039015,Two year,None,0,Bank transfer,0
34,26.953765453326028,Month-to-month,DSL,0,Mailed check,0
